Sentence,File
Belgium has fewer new cases of corona virus than Austria in February.,new_confirmed
 lower new deaths cases of corona in January than February.,new_deaths
Kazakhstan has fewer deceased of covid-19 than in Mexico in March.,total_deaths
Kosovo has less deceased people than Albania in March.,total_deaths
Sudan has fewer new deceased toll than Czechia .,new_deaths
The number of deceased toll of corona virus in Slovakia is less than the number of confirmed in Equatorial Guinea in April.,total_deaths-total_confirmed
There are less deaths in Nigeria in February than April.,total_deaths
 lower new deaths in February than in April.,new_deaths
The number of deaths toll of covid19 in Somalia is less than the number of healed in Cote d'Ivoire .,total_deaths-total_recovered
There are lower death toll in World in January than in April.,total_deaths
"In Sweden, the number of healed cases is less than the number of confirmed and March.",total_recovered-total_confirmed
The deceased toll of covid-19 in Lithuania is less than the in Malaysia .,total_deaths-total_confirmed
 fewer total deaths cases of corona in February than in April.,total_deaths
Maldives has lower total deceased cases of corona virus than Finland in March.,total_deaths
The number of deceased toll of corona virus in Guatemala is less than the number of confirmed in Kuwait in April.,total_deaths-total_confirmed
Namibia has less total cases of virus than Israel .,total_confirmed
"In March, there are lower total deaths toll of virus in Cyprus than in April.",total_deaths
Mauritania has lower total recovered cases of corona than in US in March.,total_recovered
The deceased toll of coronavirus in Argentina is less than the confirmed in Norway in February.,total_deaths-total_confirmed
 fewer confirmed cases of corona in World in January than April.,total_confirmed
Holy See has fewer deaths cases of covid-19 than in Gabon in April.,total_deaths
"Bolivia has fewer new deceased people than in Korea, South .",new_deaths
Kenya has lower deaths of coronavirus than Dominican Republic .,total_deaths
"Equatorial Guinea has fewer total deaths cases of virus than Korea, South in April.",total_deaths
Liechtenstein has fewer new deaths cases of covid19 than Britiain in March.,new_deaths
Estonia has fewer healed cases of virus than Sri Lanka in February.,total_recovered
"In March,  lower confirmed people in World than in April.",total_confirmed
Saint Vincent and the Grenadines has fewer total cases of coronavirus than in Sweden in January.,total_confirmed
The number of deaths people in Kazakhstan is less than the number of healed in North Macedonia in March.,total_deaths-total_recovered
"In January, there are less healed cases of virus than February.",total_recovered
The number of cases of coronavirus in Togo is less than the number of deaths in United Kingdom .,total_confirmed-total_deaths
Tanzania has fewer new recovered cases of covid-19 than in United Arab Emirates in March.,new_recovered
The number of deceased of virus in Cuba is less than the number of healed in UK .,total_deaths-total_recovered
Maldives has fewer confirmed cases of covid-19 than Bangladesh in April.,total_confirmed
Lithuania has lower total healed cases of virus than Mexico .,total_recovered
There are lower new deceased toll of corona virus in World in March than in April.,new_deaths
Mauritania has less total healed cases of coronavirus than US in March.,total_recovered
Ghana has lower total deaths toll of corona virus than in Britiain in March.,total_deaths
Ghana has lower deceased cases of corona virus than in Saudi Arabia in April.,total_deaths
Ethiopia has less deaths cases of covid-19 than Chile .,total_deaths
Azerbaijan has fewer total death toll of corona virus than Ukraine .,total_deaths
"In January, there are lower new confirmed people than February.",new_confirmed
The healed people in Lithuania is less than the deaths in Greece in March.,total_recovered-total_deaths
Netherlands has less healed cases of corona than Colombia in April.,total_recovered
There are less new deceased toll in January than February.,new_deaths
The deceased cases of covid19 in South Korea is less than the confirmed in Turkey .,total_deaths-total_confirmed
Netherlands has lower total cases of covid-19 than in UK in April.,total_confirmed
"In February,  less new recovered cases of coronavirus in World than in March.",new_recovered
"In February,  fewer total confirmed cases of corona virus than March.",total_confirmed
The death toll of corona in New Zealand is less than the in Russia in April.,total_deaths-total_confirmed
The number of deaths toll of covid19 in Honduras is less than the number of in Belgium .,total_deaths-total_confirmed
Namibia has fewer new deceased toll of corona virus than Paraguay in March.,new_deaths
"In January, there are less total deceased cases of covid-19 in World than in March.",total_deaths
The number of deceased cases of covid-19 in San Marino is less than the number of healed in Bosnia and Herzegovina in April.,total_deaths-total_recovered
The number of deaths cases of coronavirus in Panama is less than the number of recovered in Venezuela in March.,total_deaths-total_recovered
The deaths of corona in Cote d'Ivoire is less than the confirmed in Romania in February.,total_deaths-total_confirmed
South Korea has fewer total deceased cases of corona virus than in World in March.,total_deaths
Japan has lower recovered cases of covid19 than India .,total_recovered
The deaths cases of coronavirus in Croatia is less than the healed in World in February.,total_deaths-total_recovered
Kosovo has fewer new deceased cases of covid19 than in Brazil in April.,new_deaths
There are less confirmed cases of coronavirus in Serbia in February than March.,total_confirmed
Trinidad and Tobago has fewer deceased toll of corona virus than in Austria in April.,total_deaths
Guyana has fewer new deaths toll of coronavirus than in Italy in April.,new_deaths
The number of deaths in Peru is less than the number of healed and April.,total_deaths-total_recovered
The deaths of corona in Uruguay is less than the healed in Rwanda in April.,total_deaths-total_recovered
"In Singapore, the number of deaths toll of corona virus is less than the number of healed and February.",total_deaths-total_recovered
Jamaica has fewer new healed cases of virus than Kosovo .,new_recovered
"Croatia has less new people than Korea, South in February.",new_confirmed
The number of deceased of corona in San Marino is less than the number of healed in Saudi Arabia .,total_deaths-total_recovered
The number of recovered cases in Malaysia is less than the number of confirmed in World in April.,total_recovered-total_confirmed
Sri Lanka has less deaths toll of corona than in Albania in March.,total_deaths
The deaths cases of covid19 in Liberia is less than the healed in Peru in April.,total_deaths-total_recovered
The number of healed cases of coronavirus in Guyana is less than the number of in New Zealand in February.,total_recovered-total_confirmed
